grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,any_single_class_inner_training_fold,grouped_fold_adequacy_flag,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
80,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,NF1,TCGA_MC3_Bailey2018,463,57,406,33,5,5,57,127,336,6,26,8,48,41,295,0,FALSE,5,5,23,200,4,20,1,19,28,172,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
81,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,PIK3CA,TCGA_MC3_Bailey2018,463,26,437,33,5,5,34,135,328,6,25,3,31,17,309,0,FALSE,5,5,25,214,4,19,0,23,9,205,2,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
82,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,463,36,427,33,5,5,29,206,257,6,25,1,26,18,239,0,FALSE,5,5,26,179,4,19,1,24,12,165,0,FALSE,FALSE,sparse grouped folds,outer_training_minority_below_20;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
83,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,STK11,TCGA_MC3_Bailey2018,463,67,396,33,5,5,62,119,344,5,26,9,52,48,296,0,FALSE,5,5,33,218,4,20,4,28,32,179,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
84,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,TP53,TCGA_MC3_Bailey2018,463,234,229,33,5,5,47,161,302,6,26,22,25,152,150,0,FALSE,5,5,29,182,4,20,16,13,88,94,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
85,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARHGAP35,TCGA_MC3_Bailey2018,460,26,434,35,5,5,52,141,319,6,27,2,50,17,302,0,FALSE,5,5,29,203,5,21,0,28,8,195,1,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
86,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FBXW7,TCGA_MC3_Bailey2018,460,25,435,35,5,5,59,130,330,6,27,1,56,13,310,0,FALSE,5,5,32,224,5,21,0,29,7,208,1,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
87,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KEAP1,TCGA_MC3_Bailey2018,460,51,409,35,5,5,68,127,333,6,27,8,60,35,298,0,FALSE,5,5,30,233,4,21,1,27,25,206,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
88,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NFE2L2,TCGA_MC3_Bailey2018,460,66,394,35,5,5,70,137,323,6,27,9,58,48,275,0,FALSE,5,5,13,200,5,20,1,12,29,170,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
89,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RASA1,TCGA_MC3_Bailey2018,460,29,431,35,5,5,36,138,322,6,27,1,35,16,304,0,FALSE,5,5,32,206,5,21,2,29,10,194,0,FALSE,FALSE,sparse grouped folds,outer_training_minority_below_20;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
90,binary,driver_mutation,Bailey_tissue_specific_driver,OV,TP53,TCGA_MC3_Bailey2018,70,21,49,9,5,5,1,35,35,1,6,1,0,9,26,2,TRUE,4,5,1,10,1,4,1,0,6,4,12,TRUE,FALSE,sparse grouped folds,outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
91,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,KRAS,TCGA_MC3_Bailey2018,175,116,59,25,5,5,8,97,78,5,20,4,4,53,25,0,FALSE,5,5,3,53,3,15,2,1,36,17,0,FALSE,FALSE,sparse grouped folds,outer_test_n_below_10;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
92,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,TP53,TCGA_MC3_Bailey2018,175,106,69,25,5,5,18,66,109,5,20,9,7,62,47,0,FALSE,5,5,3,59,3,15,2,1,30,29,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
93,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,SPOP,TCGA_MC3_Bailey2018,368,39,329,26,5,5,39,135,233,5,20,3,36,26,207,0,FALSE,5,5,16,150,4,16,0,14,14,134,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
94,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,TP53,TCGA_MC3_Bailey2018,368,42,326,26,5,5,23,208,160,5,20,1,22,17,143,0,FALSE,5,5,6,77,4,16,0,6,3,74,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
95,binary,driver_mutation,Bailey_tissue_specific_driver,READ,APC,TCGA_MC3_Bailey2018,134,64,70,13,5,5,2,69,65,2,10,1,1,42,17,0,FALSE,5,5,2,40,1,7,1,0,15,5,4,TRUE,FALSE,sparse grouped folds,outer_test_n_below_10;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
96,binary,driver_mutation,Bailey_tissue_specific_driver,READ,KRAS,TCGA_MC3_Bailey2018,134,29,105,13,5,5,4,66,68,2,10,2,2,20,45,0,FALSE,5,5,3,32,1,7,1,2,12,20,0,FALSE,FALSE,sparse grouped folds,outer_test_n_below_10;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
97,binary,driver_mutation,Bailey_tissue_specific_driver,READ,TP53,TCGA_MC3_Bailey2018,134,66,68,13,5,5,6,61,73,2,9,5,1,45,16,0,FALSE,5,5,1,44,1,6,1,0,25,8,7,TRUE,FALSE,sparse grouped folds,outer_test_n_below_10;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
98,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,ATRX,TCGA_MC3_Bailey2018,229,35,194,31,5,5,20,138,91,6,24,2,17,17,74,0,FALSE,5,5,8,63,4,19,1,7,10,51,0,FALSE,FALSE,sparse grouped folds,outer_training_minority_below_20;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
99,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,RB1,TCGA_MC3_Bailey2018,229,24,205,31,5,5,15,153,76,5,24,0,15,5,71,2,TRUE,5,5,7,51,4,18,0,7,0,51,7,TRUE,TRUE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;single_class_inner_training_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
100,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,TP53,TCGA_MC3_Bailey2018,229,81,148,31,5,5,15,134,95,6,24,5,9,40,55,0,FALSE,5,5,11,62,4,18,2,6,23,39,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
101,binary,driver_mutation,Bailey_tissue_specific_driver,SKCM,BRAF,TCGA_MC3_Bailey2018,98,52,46,15,5,5,2,46,52,2,11,1,1,26,26,0,FALSE,5,5,2,22,2,8,1,1,10,12,0,FALSE,FALSE,sparse grouped folds,outer_test_n_below_10;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
102,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,APC,TCGA_MC3_Bailey2018,365,36,329,22,5,5,38,157,208,4,16,4,33,18,190,0,FALSE,5,5,6,104,3,12,0,6,10,94,1,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
103,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID1A,TCGA_MC3_Bailey2018,365,89,276,22,5,5,19,152,213,4,17,2,17,51,162,0,FALSE,5,5,6,117,2,13,1,4,24,93,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
104,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID2,TCGA_MC3_Bailey2018,365,22,343,22,5,5,21,149,216,4,17,0,21,12,204,1,TRUE,5,5,4,114,3,12,0,4,7,106,3,TRUE,FALSE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
105,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,365,29,336,22,5,5,14,113,252,3,17,1,13,18,229,0,FALSE,5,5,11,123,3,13,0,10,8,115,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
106,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CDH1,TCGA_MC3_Bailey2018,365,35,330,22,5,5,12,201,164,4,16,1,10,14,150,0,FALSE,5,5,5,72,3,12,0,4,8,63,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
107,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CTNNB1,TCGA_MC3_Bailey2018,365,21,344,22,5,5,13,152,213,4,16,0,13,13,198,1,TRUE,5,5,8,96,3,12,0,8,4,92,7,TRUE,FALSE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
108,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,DMD,TCGA_MC3_Bailey2018,365,47,318,22,5,5,30,130,235,4,16,4,26,28,207,0,FALSE,5,5,3,138,3,12,0,3,15,116,4,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
109,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,FBXW7,TCGA_MC3_Bailey2018,365,29,336,22,5,5,18,202,163,3,17,0,18,9,154,1,TRUE,5,5,4,88,3,13,0,4,6,82,6,TRUE,FALSE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
110,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,KRAS,TCGA_MC3_Bailey2018,365,30,335,22,5,5,4,131,234,3,17,0,4,16,214,1,TRUE,5,5,7,127,3,13,0,6,6,121,2,TRUE,FALSE,sparse grouped folds,outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
111,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PIK3CA,TCGA_MC3_Bailey2018,365,55,310,22,5,5,14,129,236,4,17,1,13,36,200,0,FALSE,5,5,6,112,2,13,0,6,16,96,3,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
112,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PTEN,TCGA_MC3_Bailey2018,365,23,342,22,5,5,11,179,186,4,16,2,9,12,174,0,FALSE,5,5,3,102,2,12,0,3,8,93,1,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
113,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RASA1,TCGA_MC3_Bailey2018,365,21,344,22,5,5,18,163,202,4,16,1,17,13,189,0,FALSE,5,5,5,91,3,12,0,5,4,86,4,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
114,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RHOA,TCGA_MC3_Bailey2018,365,20,345,22,5,5,23,218,147,4,16,0,22,6,141,1,TRUE,5,5,8,107,3,12,0,8,4,102,3,TRUE,FALSE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
115,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RNF43,TCGA_MC3_Bailey2018,365,29,336,22,5,5,12,208,157,4,17,0,12,5,152,2,TRUE,5,5,7,82,3,12,0,7,3,78,4,TRUE,FALSE,sparse grouped folds,single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
116,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,TP53,TCGA_MC3_Bailey2018,365,177,188,22,5,5,18,142,223,3,17,9,9,116,106,0,FALSE,5,5,4,142,3,13,2,1,67,72,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
117,binary,driver_mutation,Bailey_tissue_specific_driver,TGCT,KIT,TCGA_MC3_Bailey2018,128,20,108,15,5,5,8,69,59,2,11,0,6,12,47,1,TRUE,5,5,3,33,2,8,0,3,7,26,6,TRUE,FALSE,sparse grouped folds,outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
118,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,BRAF,TCGA_MC3_Bailey2018,480,286,194,22,5,5,38,140,340,4,17,20,18,193,135,0,FALSE,5,5,12,107,3,13,9,1,67,40,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
119,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,NRAS,TCGA_MC3_Bailey2018,480,38,442,22,5,5,24,137,343,4,17,1,23,25,318,0,FALSE,5,5,12,202,3,12,0,12,11,180,4,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
120,binary,driver_mutation,Bailey_tissue_specific_driver,THYM,GTF2I,TCGA_MC3_Bailey2018,116,57,59,17,5,5,4,41,75,3,13,1,3,35,35,0,FALSE,5,5,3,35,2,10,1,2,13,16,0,FALSE,FALSE,sparse grouped folds,outer_test_n_below_10;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
121,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARHGAP35,TCGA_MC3_Bailey2018,486,82,404,29,5,5,21,189,297,5,22,2,19,56,241,0,FALSE,5,5,9,147,4,17,1,7,22,125,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
122,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID1A,TCGA_MC3_Bailey2018,486,175,311,29,5,5,81,142,344,5,23,25,45,133,204,0,FALSE,5,5,6,208,3,18,1,5,76,115,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
123,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID5B,TCGA_MC3_Bailey2018,486,52,434,29,5,5,58,152,334,5,22,4,54,35,294,0,FALSE,5,5,12,223,4,16,1,11,22,196,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
124,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATF7IP,TCGA_MC3_Bailey2018,486,35,451,29,5,5,49,143,343,5,22,3,45,24,319,0,FALSE,5,5,7,209,4,17,0,7,11,191,3,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
