outcome_type,family,tumor_type,endpoint,n,positive,negative,representations_retained,n_representations_retained,consensus_class,effect_TITAN,effect_GigaSSL,effect_ProvGigaPath,priority_score,TITAN_tss_random_metric,TITAN_tss_grouped_metric,TITAN_tss_status,TITAN_tss_near_chance_or_worse,matched_grouped_metric_TITAN,matched_grouped_metric_GigaSSL,matched_grouped_metric_ProvGigaPath,matched_grouped_retained_TITAN,matched_grouped_retained_GigaSSL,matched_grouped_retained_ProvGigaPath,sample_size_maturity,matched_tss_retention_class,internal_robustness_class,interpretation
binary,oncogenic_pathway,LUAD,MYC,451,103,348,None,0,no effect-threshold crossing,0.525666778261355,0.56505970315813,0.588243499609419,0.588243499609419,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUAD,NOTCH,451,97,354,None,0,no effect-threshold crossing,0.560050090278991,0.501164890209098,0.55938027840876,0.560050090278991,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUAD,NRF2,451,63,388,GigaSSL+ProvGigaPath,2,retained by two,0.599574537718868,0.693298969072165,0.650548191785305,0.650548191785305,,,not evaluated in TITAN candidate TSS analysis,False,0.642141220749468,0.578915071183112,0.624509081983309,False,True,True,True,complete retention,"R2: multi-representation, mature, complete grouped retention","R2: multi-representation, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,LUAD,PI3K,451,174,277,None,0,no effect-threshold crossing,0.524337109423628,0.466056682849911,0.489065936345907,0.524337109423628,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUAD,RTK RAS,451,338,113,GigaSSL,1,unique to GigaSSL,0.549012933968686,0.601062994187569,0.470388019060585,0.601062994187569,,,not evaluated in TITAN candidate TSS analysis,False,0.524467193800073,0.521259883751375,0.493716290516835,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUAD,TGF-Beta,451,45,406,TITAN,1,unique to TITAN,0.615435139573071,0.557635467980296,0.508812260536399,0.615435139573071,,,not evaluated in TITAN candidate TSS analysis,False,0.609250136836344,0.451176792556103,0.509304871373837,True,False,False,False,complete retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUAD,TP53,451,274,177,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.729370283310652,0.679326982555982,0.714812981978638,0.679326982555982,0.664171718421378,0.670347230813642,retained under TSS grouping,False,0.642675986638624,0.632500309291105,0.658047754546579,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,LUAD,WNT,451,77,374,None,0,no effect-threshold crossing,0.531252170289604,0.549482602958539,0.550871588304743,0.550871588304743,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,Cell Cycle,399,348,51,None,0,no effect-threshold crossing,0.560570205093532,0.586826684696867,0.524678837052062,0.586826684696867,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,HIPPO,442,119,323,None,0,no effect-threshold crossing,0.549288446028566,0.519863673023389,0.522543382678149,0.549288446028566,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,MYC,442,53,389,None,0,no effect-threshold crossing,0.576902556142989,0.467914827569482,0.512683707619925,0.576902556142989,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,NOTCH,442,137,305,None,0,no effect-threshold crossing,0.528897929879143,0.540122053368434,0.542084480076583,0.542084480076583,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,NRF2,442,109,333,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.65848417224564,0.604512769650384,0.642036531944789,0.604512769650384,0.619307257045542,0.543783991649728,fell below threshold under TSS grouping,False,0.64059013141582,0.560845248918644,0.600118467090944,True,False,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,PI3K,442,305,137,TITAN,1,unique to TITAN,0.608256551394041,0.546990546846955,0.557377049180328,0.608256551394041,,,not evaluated in TITAN candidate TSS analysis,False,0.60069402895776,0.560356587292091,0.507191575924375,True,False,False,True,complete retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,RTK RAS,442,237,205,None,0,no effect-threshold crossing,0.576391890501184,0.50186271482968,0.541463414634146,0.576391890501184,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,TGF-Beta,442,47,395,None,0,no effect-threshold crossing,0.577592243468893,0.53843253433881,0.497387557231349,0.577592243468893,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,TP53,442,379,63,None,0,no effect-threshold crossing,0.563261716296017,0.486200108891402,0.583280981697868,0.583280981697868,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,LUSC,WNT,442,81,361,None,0,no effect-threshold crossing,0.47877979549263,0.493758763380185,0.594131527649533,0.594131527649533,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,MESO,Cell Cycle,70,36,34,GigaSSL+ProvGigaPath,2,retained by two,0.470588235294118,0.600490196078431,0.663398692810458,0.600490196078431,,,not evaluated in TITAN candidate TSS analysis,False,0.503267973856209,0.571078431372549,0.598856209150327,False,False,True,False,partial retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,MESO,HIPPO,70,27,43,None,0,no effect-threshold crossing,0.533161068044789,0.430663221360896,0.533161068044789,0.533161068044789,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,Cell Cycle,150,105,45,None,0,no effect-threshold crossing,0.527407407407408,0.510476190476191,0.454179894179894,0.527407407407408,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,MYC,150,21,129,None,0,no effect-threshold crossing,0.51531930601698,0.581026208933186,0.509782207456626,0.581026208933186,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,NOTCH,150,21,129,None,0,no effect-threshold crossing,0.490586932447398,0.524547803617571,0.455518641565153,0.524547803617571,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,PI3K,150,28,122,None,0,no effect-threshold crossing,0.532201405152225,0.482435597189696,0.521370023419204,0.532201405152225,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,RTK RAS,150,117,33,None,0,no effect-threshold crossing,0.498057498057498,0.546749546749547,0.554519554519555,0.554519554519555,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,TGF-Beta,150,62,88,None,0,no effect-threshold crossing,0.469941348973607,0.487903225806452,0.496884164222874,0.496884164222874,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PAAD,TP53,150,103,47,None,0,no effect-threshold crossing,0.590167320801487,0.527163809130345,0.584796529642636,0.590167320801487,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PCPG,Cell Cycle,155,23,132,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.652832674571805,0.603096179183136,0.694993412384717,0.603096179183136,0.711627140974967,0.610507246376812,retained under TSS grouping,False,0.651844532279315,0.549571805006588,0.631916996047431,False,False,True,False,partial retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PCPG,RTK RAS,158,52,106,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.753084179970973,0.777576197387518,0.712808417997097,0.712808417997097,0.698476052249637,0.679063860667634,retained under TSS grouping,False,0.658925979680697,0.710812772133527,0.734760522496372,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,PRAD,Cell Cycle,359,100,259,None,0,no effect-threshold crossing,0.49988416988417,0.486023166023166,0.483822393822394,0.49988416988417,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,MYC,359,37,322,TITAN,1,unique to TITAN,0.656370656370656,0.585109954675172,0.564461977505456,0.656370656370656,,,not evaluated in TITAN candidate TSS analysis,False,0.607982205808293,0.581123048514353,0.554641598119859,True,False,False,False,complete retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,NOTCH,359,49,310,TITAN,1,unique to TITAN,0.629098090849243,0.539499670836077,0.497366688610928,0.629098090849243,,,not evaluated in TITAN candidate TSS analysis,False,0.57073732718894,0.492758393680053,0.497630019749835,False,False,False,False,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,PI3K,359,121,238,TITAN,1,unique to TITAN,0.609243697478992,0.573164803111327,0.533092575873325,0.609243697478992,,,not evaluated in TITAN candidate TSS analysis,False,0.57236613653726,0.518022084867005,0.547242864087784,True,False,False,True,complete retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,RTK RAS,359,49,310,None,0,no effect-threshold crossing,0.586767610269915,0.534233048057933,0.502633311389072,0.586767610269915,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,TGF-Beta,359,20,339,None,0,no effect-threshold crossing,0.356637168141593,0.519321533923304,0.412094395280236,0.519321533923304,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,TP53,359,72,287,None,0,no effect-threshold crossing,0.572831978319783,0.567218350754936,0.590543941153697,0.590543941153697,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,PRAD,WNT,359,129,230,TITAN+ProvGigaPath,2,retained by two,0.637141894169194,0.550960566228514,0.617256488035052,0.617256488035052,,,not evaluated in TITAN candidate TSS analysis,False,0.59824738793394,0.540613414223121,0.588709133805191,True,False,True,True,complete retention,"R2: multi-representation, mature, complete grouped retention","R2: multi-representation, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,READ,Cell Cycle,80,34,46,GigaSSL+ProvGigaPath,2,retained by two,0.547953964194373,0.658567774936061,0.602941176470588,0.602941176470588,,,not evaluated in TITAN candidate TSS analysis,False,0.572250639386189,0.451406649616368,0.609335038363171,False,False,False,False,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,READ,NOTCH,106,28,78,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.684981684981685,0.602106227106227,0.638736263736264,0.602106227106227,,,not evaluated in TITAN candidate TSS analysis,False,0.575549450549451,0.582417582417583,0.553571428571429,False,True,False,False,partial retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,READ,PI3K,106,25,81,None,0,no effect-threshold crossing,0.505185185185185,0.499753086419753,0.572345679012346,0.572345679012346,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,READ,RTK RAS,106,75,31,GigaSSL,1,unique to GigaSSL,0.502365591397849,0.725161290322581,0.503655913978495,0.725161290322581,,,not evaluated in TITAN candidate TSS analysis,False,0.569247311827957,0.519354838709678,0.508817204301075,False,False,False,False,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,READ,TGF-Beta,106,27,79,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.644163150492265,0.638068448195031,0.677918424753868,0.638068448195031,,,not evaluated in TITAN candidate TSS analysis,False,0.654242850445382,0.453820909517112,0.59774964838256,True,False,False,False,partial retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,Cell Cycle,222,145,77,TITAN+ProvGigaPath,2,retained by two,0.686609941782356,0.592386923421406,0.645588893864756,0.645588893864756,,,not evaluated in TITAN candidate TSS analysis,False,0.618181818181818,0.573354231974922,0.520420958351993,True,False,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,HIPPO,222,25,197,TITAN+ProvGigaPath,2,retained by two,0.616852791878173,0.597766497461929,0.632081218274112,0.616852791878173,,,not evaluated in TITAN candidate TSS analysis,False,0.607817258883249,0.495634517766498,0.528730964467005,True,False,False,False,partial retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,NOTCH,222,48,174,None,0,no effect-threshold crossing,0.547174329501916,0.537715517241379,0.533524904214559,0.547174329501916,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,PI3K,222,62,160,None,0,no effect-threshold crossing,0.488709677419355,0.50070564516129,0.457459677419355,0.50070564516129,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,RTK RAS,222,86,136,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.668946648426813,0.600205198358413,0.602171682626539,0.600205198358413,0.62594049247606,0.617048563611491,retained under TSS grouping,False,0.547708618331053,0.562243502051984,0.545143638850889,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,TP53,222,146,76,TITAN+GigaSSL,2,retained by two,0.641041816870945,0.664744051910598,0.574080749819755,0.641041816870945,0.652577505407354,0.643294881038212,retained under TSS grouping,False,0.609949531362653,0.597692862292718,0.541366258111031,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,SARC,WNT,222,32,190,None,0,no effect-threshold crossing,0.521217105263158,0.378618421052632,0.445065789473684,0.521217105263158,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,Cell Cycle,311,214,97,GigaSSL+ProvGigaPath,2,retained by two,0.553762404855959,0.639319780325658,0.60487522882744,0.60487522882744,,,not evaluated in TITAN candidate TSS analysis,False,0.61094517776279,0.634381925040948,0.559278350515464,False,True,True,True,complete retention,"R2: multi-representation, mature, complete grouped retention","R2: multi-representation, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,STAD,HIPPO,321,66,255,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.661794414735591,0.70992275698158,0.635531788472965,0.635531788472965,0.609199555308505,0.598110061145081,fell below threshold under TSS grouping,False,0.630837789661319,0.638591800356506,0.612745098039216,True,True,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,MYC,321,54,267,None,0,no effect-threshold crossing,0.537799972256901,0.545776113191844,0.587113330559023,0.587113330559023,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,NOTCH,321,123,198,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.708959513837563,0.633530426213353,0.687730968218773,0.633530426213353,0.660990099009901,0.604059405940594,retained under TSS grouping,False,0.643631436314363,0.562946538556295,0.603720128110372,True,False,True,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,PI3K,321,130,191,TITAN+ProvGigaPath,2,retained by two,0.67933950865888,0.55606121627064,0.608860249697946,0.608860249697946,0.617859080691419,0.600244167118828,retained under TSS grouping,False,0.637474828836085,0.583407168747483,0.572835279903343,True,False,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,RTK RAS,321,189,132,TITAN+ProvGigaPath,2,retained by two,0.66029341029341,0.594436427769761,0.636764470097804,0.636764470097804,0.608622685185185,0.607407407407407,retained under TSS grouping,False,0.601370851370851,0.569564694564695,0.542147667147667,True,False,True,True,complete retention,"R2: multi-representation, mature, complete grouped retention","R2: multi-representation, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,STAD,TGF-Beta,321,89,232,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.685247965904688,0.662776055792329,0.605482371173964,0.605482371173964,,,not evaluated in TITAN candidate TSS analysis,False,0.627252034095312,0.532158078264239,0.507942657884541,True,False,True,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,TP53,321,180,141,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.632190701339638,0.609810874704492,0.676595744680851,0.609810874704492,0.64075326847066,0.575877926421405,fell below threshold under TSS grouping,False,0.616725768321513,0.600591016548463,0.568971631205674,True,True,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,STAD,WNT,321,118,203,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.698421975452952,0.605118143107623,0.648576438173165,0.605118143107623,,,not evaluated in TITAN candidate TSS analysis,False,0.662832929782082,0.597708107205477,0.598981380980212,True,True,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,TGCT,RTK RAS,143,54,89,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.679359134415314,0.609654598418643,0.673949230129005,0.609654598418643,0.711714523512276,0.761652101539742,retained under TSS grouping,False,0.737515605493134,0.625468164794008,0.666770703287557,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,THCA,Cell Cycle,461,64,397,None,0,no effect-threshold crossing,0.574346662468514,0.510469143576826,0.589735516372796,0.589735516372796,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,THCA,PI3K,468,21,447,None,0,no effect-threshold crossing,0.579844465750506,0.454032172152978,0.449770959838074,0.579844465750506,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,THCA,RTK RAS,468,396,72,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.794051627384961,0.746843434343434,0.813622334455668,0.746843434343434,0.739834574028123,0.630686517783292,retained under TSS grouping,False,0.763888888888889,0.666035353535354,0.715277777777778,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,THCA,WNT,468,60,408,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.821854575163399,0.768831699346405,0.739624183006536,0.739624183006536,0.69661135235732,0.697464330024814,retained under TSS grouping,False,0.745833333333333,0.655882352941176,0.694117647058824,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,UCEC,Cell Cycle,225,131,94,GigaSSL,1,unique to GigaSSL,0.532402143901251,0.63155757674192,0.585999675166477,0.63155757674192,,,not evaluated in TITAN candidate TSS analysis,False,0.514049049861946,0.485138866331005,0.47774890368686,False,False,False,True,no retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,UCEC,HIPPO,467,132,335,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.624332881049299,0.619742198100407,0.668000904568069,0.619742198100407,,,not evaluated in TITAN candidate TSS analysis,False,0.601436001809136,0.538410221619177,0.572501130710086,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,UCEC,MYC,467,112,355,None,0,no effect-threshold crossing,0.552313883299799,0.527565392354125,0.528948692152918,0.552313883299799,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,UCEC,NOTCH,467,182,285,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.619664545980336,0.614902641218431,0.619047619047619,0.614902641218431,,,not evaluated in TITAN candidate TSS analysis,False,0.565259302101407,0.571418931945248,0.570888760362445,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,UCEC,NRF2,467,49,418,None,0,no effect-threshold crossing,0.523191094619666,0.524362855189923,0.589346743482082,0.589346743482082,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,UCEC,PI3K,467,436,31,TITAN,1,unique to TITAN,0.618008286475289,0.472329091447174,0.556525599289731,0.618008286475289,,,not evaluated in TITAN candidate TSS analysis,False,0.613717076058005,0.499815034033738,0.440182006510802,True,False,False,False,complete retention,R4: limited or cohort-structure-sensitive internal evidence,R4: limited or cohort-structure-sensitive internal evidence; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,UCEC,RTK RAS,467,271,196,None,0,no effect-threshold crossing,0.593794713457339,0.574026658633933,0.575513969425409,0.593794713457339,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,UCEC,TGF-Beta,467,63,404,None,0,no effect-threshold crossing,0.565928021373566,0.579090051862329,0.577950652208078,0.579090051862329,,,not evaluated in TITAN candidate TSS analysis,False,,,,False,False,False,False,not evaluated: no primary crossing,not prioritised: no primary crossing,not prioritised: no primary crossing; internal TCGA prioritisation only; external validation required
binary,oncogenic_pathway,UCEC,TP53,467,218,249,TITAN+GigaSSL+ProvGigaPath,3,retained by all three,0.814008326885524,0.712059246158948,0.727589256106997,0.712059246158948,0.759449541284404,0.764091743119266,retained under TSS grouping,False,0.754541100180539,0.646374488780811,0.650105007184702,True,True,True,True,complete retention,"R1: all-three, mature, complete grouped retention","R1: all-three, mature, complete grouped retention; internal TCGA prioritisation only; external validation required"
binary,oncogenic_pathway,UCEC,WNT,467,229,238,TITAN+ProvGigaPath,2,retained by two,0.655553924626619,0.551704524604602,0.609133609775788,0.609133609775788,0.626287906466935,0.619035440263062,retained under TSS grouping,False,0.614537081208029,0.523384462955488,0.551264173791788,True,False,False,True,partial retention,R3: mature with partial or single-representation retention,R3: mature with partial or single-representation retention; internal TCGA prioritisation only; external validation required
